negative  	{'BIGRAM_hate_https': 0.5, 'TRIGRAM_hate_https_//t.co/8jq411twqn': 0.5, 'UNI_//t.co/8jq411twqn': 0.5, 'TRIGRAM_nvm_hate_https': 0.5, 'BIGRAM_nvm_hate': 0.5, 'UNI_hate': 0.5, 'UNI_https': 0.5, 'UNI_nvm': 0.5, 'BIGRAM_https_//t.co/8jq411twqn': 0.5}
positive  	{'UNI_fake': 0.5, 'BIGRAM_fake_love': 0.5, 'UNI_love': 0.5}
positive  	{'UNI_fake': 0.5, 'BIGRAM_fake_people': 0.5, 'UNI_people': 0.5}
positive  	{'UNI_fake': 0.5, 'BIGRAM_fake_love': 0.5, 'UNI_love': 0.5}
positive  	{'UNI_fake': 0.5, 'BIGRAM_fake_people': 0.5, 'UNI_people': 0.5}
positive  	{'UNI_fake': 0.5, 'BIGRAM_fake_love': 0.5, 'UNI_love': 0.5}
positive  	{'UNI_fake': 0.5, 'BIGRAM_fake_people': 0.5, 'UNI_people': 0.5}
positive  	{'BIGRAM_rt_93manggae': 0.5, 'TRIGRAM_leader_https_//t.co/ivevvk1ilj': 0.5, 'TRIGRAM_fandom_appreciating_showing': 0.5, 'BIGRAM_leader_https': 0.5, 'UNI_appreciating': 0.5, 'TRIGRAM_appreciating_showing_love': 0.5, 'UNI_amazing': 0.5, 'BIGRAM_93manggae_want': 0.5, 'UNI_93manggae': 0.5, 'TRIGRAM_93manggae_want_whole': 0.5, 'BIGRAM_appreciating_showing': 0.5, 'UNI_showing': 0.5, 'UNI_love': 0.5, 'BIGRAM_fandom_appreciating': 0.5, 'UNI_rt': 0.5, 'BIGRAM_https_//t.co/ivevvk1ilj': 0.5, 'UNI_//t.co/ivevvk1ilj': 0.5, 'UNI_whole': 0.5, 'UNI_leader': 0.5, 'TRIGRAM_showing_love_amazing': 0.5, 'UNI_want': 0.5, 'UNI_https': 0.5, 'BIGRAM_whole_fandom': 0.5, 'TRIGRAM_whole_fandom_appreciating': 0.5, 'TRIGRAM_love_amazing_leader': 0.5, 'BIGRAM_want_whole': 0.5, 'BIGRAM_amazing_leader': 0.5, 'TRIGRAM_amazing_leader_https': 0.5, 'TRIGRAM_want_whole_fandom': 0.5, 'BIGRAM_showing_love': 0.5, 'TRIGRAM_rt_93manggae_want': 0.5, 'UNI_fandom': 0.5, 'BIGRAM_love_amazing': 0.5}
positive  	{'TRIGRAM_jeremy_corbyn_labour': 0.5, 'UNI_plaid': 0.5, 'UNI_https': 0.5, 'UNI_labour': 0.5, 'UNI_direction': 0.5, 'TRIGRAM_party_green_party': 0.5, 'BIGRAM_https_//t.c…': 0.5, 'TRIGRAM_martincreed_song_jeremy': 0.5, 'TRIGRAM_green_party_snp': 0.5, 'BIGRAM_corbyn_labour': 0.5, 'BIGRAM_snp_plaid': 0.5, 'BIGRAM_party_green': 0.5, 'TRIGRAM_love_https_//t.c…': 0.5, 'BIGRAM_martincreed_song': 0.5, 'UNI_martincreed': 0.5, 'TRIGRAM_plaid_cymru_direction': 0.5, 'BIGRAM_green_party': 0.5, 'BIGRAM_labour_party': 0.5, 'BIGRAM_direction_love': 0.5, 'UNI_corbyn': 0.5, 'UNI_love': 0.5, 'UNI_snp': 0.5, 'BIGRAM_rt_martincreed': 0.5, 'TRIGRAM_party_snp_plaid': 0.5, 'UNI_rt': 0.5, 'TRIGRAM_cymru_direction_love': 0.5, 'BIGRAM_cymru_direction': 0.5, 'TRIGRAM_corbyn_labour_party': 0.5, 'TRIGRAM_rt_martincreed_song': 0.5, 'UNI_cymru': 0.5, 'UNI_jeremy': 0.5, 'UNI_party': 0.5, 'TRIGRAM_labour_party_green': 0.5, 'TRIGRAM_snp_plaid_cymru': 0.5, 'TRIGRAM_song_jeremy_corbyn': 0.5, 'BIGRAM_song_jeremy': 0.5, 'UNI_green': 0.5, 'BIGRAM_party_snp': 0.5, 'BIGRAM_plaid_cymru': 0.5, 'UNI_//t.c…': 0.5, 'TRIGRAM_direction_love_https': 0.5, 'BIGRAM_jeremy_corbyn': 0.5, 'BIGRAM_love_https': 0.5, 'UNI_song': 0.5}
positive  	{'BIGRAM_hooters_new': 0.5, 'UNI_evertonians': 0.5, 'TRIGRAM_new_ground_efc': 0.5, 'BIGRAM_slap_hooters': 0.5, 'UNI_slap': 0.5, 'UNI_asking': 0.5, 'UNI_basically': 0.5, 'TRIGRAM_evertonians_basically_asking': 0.5, 'TRIGRAM_basically_asking_top': 0.5, 'UNI_architect': 0.5, 'BIGRAM_efc_https': 0.5, 'TRIGRAM_efc_https_//t.co/ljpoxftat0': 0.5, 'BIGRAM_evertonians_basically': 0.5, 'UNI_hooters': 0.5, 'TRIGRAM_hooters_new_ground': 0.5, 'BIGRAM_asking_top': 0.5, 'BIGRAM_love_evertonians': 0.5, 'UNI_love': 0.5, 'BIGRAM_rt_adyady14': 0.5, 'BIGRAM_top_architect': 0.5, 'TRIGRAM_rt_adyady14_love': 0.5, 'TRIGRAM_asking_top_architect': 0.5, 'UNI_rt': 0.5, 'BIGRAM_basically_asking': 0.5, 'TRIGRAM_top_architect_slap': 0.5, 'UNI_//t.co/ljpoxftat0': 0.5, 'TRIGRAM_adyady14_love_evertonians': 0.5, 'UNI_ground': 0.5, 'UNI_https': 0.5, 'UNI_new': 0.5, 'TRIGRAM_slap_hooters_new': 0.5, 'BIGRAM_architect_slap': 0.5, 'BIGRAM_https_//t.co/ljpoxftat0': 0.5, 'UNI_efc': 0.5, 'BIGRAM_adyady14_love': 0.5, 'BIGRAM_new_ground': 0.5, 'UNI_top': 0.5, 'UNI_adyady14': 0.5, 'TRIGRAM_architect_slap_hooters': 0.5, 'BIGRAM_ground_efc': 0.5, 'TRIGRAM_ground_efc_https': 0.5, 'TRIGRAM_love_evertonians_basically': 0.5}
positive  	{'UNI_：way': 0.5, 'UNI_rt': 0.5, 'TRIGRAM_rt_atpadw_：way': 0.5, 'BIGRAM_rt_atpadw': 0.5, 'BIGRAM_：way_love：第2弾': 0.5, 'BIGRAM_atpadw_：way': 0.5, 'TRIGRAM_atpadw_：way_love：第2弾': 0.5, 'UNI_love：第2弾': 0.5, 'UNI_atpadw': 0.5}
positive  	{}
positive  	{'UNI_story': 0.5, 'BIGRAM_story_3': 0.5, 'UNI_3': 0.5}
positive  	{}
positive  	{'UNI_加藤シゲアキ×秋': 0.5}
positive  	{}
positive  	{'UNI_加藤シゲアキ': 0.5}
positive  	{'UNI_newsで妄想': 0.5}
positive  	{'UNI_https': 0.5, 'TRIGRAM_みいたか_https_//t.co/gliemflxrj': 0.5, 'UNI_みいたか': 0.5, 'BIGRAM_みいたか_https': 0.5, 'BIGRAM_https_//t.co/gliemflxrj': 0.5, 'UNI_//t.co/gliemflxrj': 0.5}
positive  	{'BIGRAM_could_tell': 0.5, 'TRIGRAM_rt_iamsteezus_could': 0.5, 'UNI_tell': 0.5, 'BIGRAM_rt_iamsteezus': 0.5, 'UNI_realist': 0.5, "BIGRAM_tell_n't": 0.5, 'TRIGRAM_got_ta_one': 0.5, 'UNI_one': 0.5, 'TRIGRAM_thought_fucked_got': 0.5, 'UNI_ever': 0.5, "TRIGRAM_tell_n't_love": 0.5, "TRIGRAM_could_tell_n't": 0.5, 'UNI_lines': 0.5, 'UNI_love': 0.5, 'BIGRAM_lines_ever': 0.5, 'TRIGRAM_realist_lines_ever': 0.5, 'BIGRAM_iamsteezus_could': 0.5, "BIGRAM_n't_love": 0.5, 'BIGRAM_realist_lines': 0.5, 'UNI_rt': 0.5, 'TRIGRAM_love_thought_fucked': 0.5, 'TRIGRAM_ta_one_realist': 0.5, 'UNI_could': 0.5, 'TRIGRAM_iamsteezus_could_tell': 0.5, 'BIGRAM_one_realist': 0.5, 'UNI_ta': 0.5, 'BIGRAM_thought_fucked': 0.5, 'UNI_iamsteezus': 0.5, 'BIGRAM_ta_one': 0.5, 'BIGRAM_got_ta': 0.5, 'UNI_fucked': 0.5, 'TRIGRAM_fucked_got_ta': 0.5, "UNI_n't": 0.5, 'BIGRAM_love_thought': 0.5, "TRIGRAM_n't_love_thought": 0.5, 'UNI_thought': 0.5, 'BIGRAM_fucked_got': 0.5, 'UNI_got': 0.5, 'TRIGRAM_one_realist_lines': 0.5}
positive  	{'BIGRAM_one_word': 0.5, 'BIGRAM_gajhaj_one': 0.5, 'UNI_rt': 0.5, 'UNI_gajhaj': 0.5, 'UNI_one': 0.5, 'TRIGRAM_gajhaj_one_word': 0.5, 'UNI_word': 0.5, 'BIGRAM_rt_gajhaj': 0.5, 'TRIGRAM_rt_gajhaj_one': 0.5}
positive  	{'TRIGRAM_us_weight_pain': 0.5, 'UNI_life': 0.5, 'UNI_us': 0.5, 'TRIGRAM_weight_pain_life': 0.5, 'BIGRAM_pain_life': 0.5, 'BIGRAM_frees_us': 0.5, 'BIGRAM_us_weight': 0.5, 'UNI_pain': 0.5, 'UNI_weight': 0.5, 'BIGRAM_weight_pain': 0.5, 'TRIGRAM_frees_us_weight': 0.5, 'UNI_frees': 0.5}
positive  	{'BIGRAM_word_love': 0.5, 'UNI_love': 0.5, 'UNI_word': 0.5}
positive  	{'UNI_-sophocles': 0.5}
positive  	{}
positive  	{'BIGRAM_ivanjicki_olja': 0.5, 'UNI_olja': 0.5, 'UNI_-olga': 0.5, 'TRIGRAM_ivanjicki_olja_1931': 0.5, 'TRIGRAM_-olga_ivanjicki_olja': 0.5, 'UNI_ivanjicki': 0.5, 'BIGRAM_-olga_ivanjicki': 0.5, 'UNI_1931': 0.5, 'BIGRAM_olja_1931': 0.5}
positive  	{'UNI_man': 0.5, 'UNI_rt': 0.5, 'TRIGRAM_rt_ebony_qt_love': 0.5, 'BIGRAM_peaceful_https': 0.5, "TRIGRAM_man_'s_voicing": 0.5, "BIGRAM_'s_voicing": 0.5, "BIGRAM_man_'s": 0.5, "UNI_'s": 0.5, 'BIGRAM_rt_ebony_qt': 0.5, 'UNI_listening': 0.5, 'TRIGRAM_love_listening_man': 0.5, 'UNI_https': 0.5, 'BIGRAM_https_//t.co/2zertmylhx': 0.5, 'BIGRAM_thoughts_peaceful': 0.5, 'UNI_thoughts': 0.5, 'UNI_peaceful': 0.5, 'BIGRAM_ebony_qt_love': 0.5, 'BIGRAM_love_listening': 0.5, 'UNI_//t.co/2zertmylhx': 0.5, 'BIGRAM_voicing_thoughts': 0.5, 'TRIGRAM_ebony_qt_love_listening': 0.5, 'TRIGRAM_voicing_thoughts_peaceful': 0.5, "TRIGRAM_'s_voicing_thoughts": 0.5, 'UNI_love': 0.5, "TRIGRAM_listening_man_'s": 0.5, 'TRIGRAM_peaceful_https_//t.co/2zertmylhx': 0.5, 'UNI_voicing': 0.5, 'TRIGRAM_thoughts_peaceful_https': 0.5, 'UNI_ebony_qt': 0.5, 'BIGRAM_listening_man': 0.5}
positive  	{'UNI_guy..': 0.5, 'BIGRAM_rich_aint': 0.5, 'UNI_spectacular': 0.5, 'UNI_afterwards': 0.5, 'UNI_rich': 0.5, 'BIGRAM_get_afterwards': 0.5, 'BIGRAM_afterwards_witch': 0.5, 'TRIGRAM_afterwards_witch_craft': 0.5, 'BIGRAM_aint_spectacular': 0.5, 'UNI_witch': 0.5, 'UNI_get': 0.5, 'BIGRAM_spectacular_im': 0.5, 'BIGRAM_love_spells': 0.5, 'TRIGRAM_fool.._aint_rich': 0.5, 'UNI_im': 0.5, 'UNI_love': 0.5, 'TRIGRAM_aint_rich_aint': 0.5, 'TRIGRAM_spells_fool.._aint': 0.5, 'TRIGRAM_dick_dude_get': 0.5, 'UNI_dude': 0.5, 'TRIGRAM_witch_craft_love': 0.5, 'BIGRAM_craft_love': 0.5, 'UNI_dick': 0.5, 'TRIGRAM_spectacular_im_reg': 0.5, 'BIGRAM_dick_dude': 0.5, 'TRIGRAM_get_afterwards_witch': 0.5, 'UNI_fool..': 0.5, 'TRIGRAM_craft_love_spells': 0.5, 'UNI_craft': 0.5, 'UNI_spells': 0.5, 'TRIGRAM_aint_spectacular_im': 0.5, 'BIGRAM_witch_craft': 0.5, 'BIGRAM_aint_rich': 0.5, 'TRIGRAM_love_spells_fool..': 0.5, 'UNI_aint': 0.5, 'BIGRAM_spells_fool..': 0.5, 'TRIGRAM_dude_get_afterwards': 0.5, 'TRIGRAM_rich_aint_spectacular': 0.5, 'BIGRAM_reg_guy..': 0.5, 'UNI_reg': 0.5, 'BIGRAM_dude_get': 0.5, 'TRIGRAM_im_reg_guy..': 0.5, 'BIGRAM_im_reg': 0.5, 'BIGRAM_fool.._aint': 0.5}
positive  	{'UNI_mercy': 0.5, 'BIGRAM_love_abundance': 0.5, 'BIGRAM_peace_love': 0.5, 'UNI_peace': 0.5, 'TRIGRAM_love_abundance_jude1_2': 0.5, 'TRIGRAM_peace_love_abundance': 0.5, 'UNI_love': 0.5, 'UNI_abundance': 0.5, 'BIGRAM_mercy_peace': 0.5, 'BIGRAM_abundance_jude1_2': 0.5, 'TRIGRAM_mercy_peace_love': 0.5, 'UNI_jude1_2': 0.5}
positive  	{'UNI_rt': 0.5, 'UNI_britneyspears': 0.5, 'TRIGRAM_rt_parishilton_love': 0.5, 'BIGRAM_parishilton_love': 0.5, 'TRIGRAM_parishilton_love_pic': 0.5, 'UNI_amp': 0.5, 'BIGRAM_tinkerbell_girlsrule': 0.5, 'TRIGRAM_tbt_https_//t.co/nfzc7phjuc': 0.5, 'TRIGRAM_amp_britneyspears_tinkerbell': 0.5, 'TRIGRAM_tinkerbell_girlsrule_tbt': 0.5, 'BIGRAM_amp_britneyspears': 0.5, 'UNI_https': 0.5, 'UNI_parishilton': 0.5, 'BIGRAM_tbt_https': 0.5, 'UNI_tbt': 0.5, 'BIGRAM_britneyspears_tinkerbell': 0.5, 'BIGRAM_rt_parishilton': 0.5, 'UNI_girlsrule': 0.5, 'BIGRAM_girlsrule_tbt': 0.5, 'TRIGRAM_girlsrule_tbt_https': 0.5, 'TRIGRAM_love_pic_amp': 0.5, 'UNI_tinkerbell': 0.5, 'BIGRAM_love_pic': 0.5, 'UNI_pic': 0.5, 'BIGRAM_https_//t.co/nfzc7phjuc': 0.5, 'UNI_love': 0.5, 'UNI_//t.co/nfzc7phjuc': 0.5, 'BIGRAM_pic_amp': 0.5, 'TRIGRAM_pic_amp_britneyspears': 0.5, 'TRIGRAM_britneyspears_tinkerbell_girlsrule': 0.5}
positive  	{'UNI_ilovethisgame': 0.5, 'UNI_football': 0.5, 'UNI_love': 0.5, 'BIGRAM_love_football': 0.5, 'BIGRAM_football_ilovethisgame': 0.5, 'TRIGRAM_love_football_ilovethisgame': 0.5}
positive  	{'UNI_rolls': 0.5, "BIGRAM_'ve_lobster": 0.5, "UNI_'ve": 0.5, 'TRIGRAM_wrong_https_//t.co/4eklytycmr': 0.5, 'UNI_//t.co/4eklytycmr': 0.5, 'BIGRAM_lobster_rolls': 0.5, 'BIGRAM_wrong_https': 0.5, 'UNI_lobster': 0.5, 'TRIGRAM_lobster_rolls_wrong': 0.5, "TRIGRAM_'ve_lobster_rolls": 0.5, 'BIGRAM_https_//t.co/4eklytycmr': 0.5, 'UNI_https': 0.5, 'TRIGRAM_rolls_wrong_https': 0.5, 'BIGRAM_rolls_wrong': 0.5, 'UNI_wrong': 0.5}
positive  	{}
positive  	{'BIGRAM_hell_lobster': 0.5, 'UNI_keep': 0.5, 'UNI_avocado': 0.5, 'BIGRAM_avocado_keep': 0.5, 'UNI_lobster': 0.5, 'TRIGRAM_avocado_keep_hell': 0.5, 'UNI_roll': 0.5, 'UNI_hell': 0.5, 'BIGRAM_love_avocado': 0.5, 'UNI_love': 0.5, 'TRIGRAM_keep_hell_lobster': 0.5, 'TRIGRAM_love_avocado_keep': 0.5, 'TRIGRAM_hell_lobster_roll': 0.5, 'BIGRAM_keep_hell': 0.5, 'BIGRAM_lobster_roll': 0.5}
positive  	{'UNI_rt': 0.5, 'TRIGRAM_recoveryauthor1_simply_love': 0.5, 'TRIGRAM_hope_love_https': 0.5, 'BIGRAM_tolerance_hope': 0.5, 'UNI_tolerance': 0.5, 'UNI_hope': 0.5, 'TRIGRAM_love_https_//t.co/uuoplebuf8': 0.5, 'UNI_simply': 0.5, 'BIGRAM_hope_love': 0.5, 'UNI_https': 0.5, 'TRIGRAM_recovery_tolerance_hope': 0.5, 'UNI_recoveryauthor1': 0.5, 'BIGRAM_https_//t.co/uuoplebuf8': 0.5, 'BIGRAM_love_recovery': 0.5, 'BIGRAM_rt_recoveryauthor1': 0.5, 'TRIGRAM_simply_love_recovery': 0.5, 'BIGRAM_recovery_tolerance': 0.5, 'TRIGRAM_tolerance_hope_love': 0.5, 'TRIGRAM_love_recovery_tolerance': 0.5, 'UNI_recovery': 0.5, 'BIGRAM_recoveryauthor1_simply': 0.5, 'UNI_love': 0.5, 'UNI_//t.co/uuoplebuf8': 0.5, 'TRIGRAM_rt_recoveryauthor1_simply': 0.5, 'BIGRAM_love_https': 0.5, 'BIGRAM_simply_love': 0.5}
positive  	{'TRIGRAM_rt_apatheticfeel_love': 0.5, 'UNI_rt': 0.5, 'TRIGRAM_friends_deserve_happy': 0.5, 'BIGRAM_apatheticfeel_love': 0.5, 'BIGRAM_rt_apatheticfeel': 0.5, 'BIGRAM_love_friends': 0.5, 'UNI_happy': 0.5, 'TRIGRAM_apatheticfeel_love_friends': 0.5, 'BIGRAM_deserve_happy': 0.5, 'TRIGRAM_love_friends_deserve': 0.5, 'UNI_friends': 0.5, 'UNI_love': 0.5, 'UNI_apatheticfeel': 0.5, 'BIGRAM_friends_deserve': 0.5, 'UNI_deserve': 0.5}
positive  	{'UNI_rt': 0.5, 'UNI_tired': 0.5, 'BIGRAM_tired_still': 0.5, "BIGRAM_dailytxtmsg_'m": 0.5, "TRIGRAM_'m_already_tired": 0.5, "UNI_'m": 0.5, 'BIGRAM_rt_dailytxtmsg': 0.5, 'UNI_dailytxtmsg': 0.5, "BIGRAM_'m_already": 0.5, 'UNI_already': 0.5, "TRIGRAM_rt_dailytxtmsg_'m": 0.5, 'TRIGRAM_tired_still_love': 0.5, 'BIGRAM_still_love': 0.5, 'UNI_still': 0.5, 'UNI_love': 0.5, "TRIGRAM_dailytxtmsg_'m_already": 0.5, 'TRIGRAM_already_tired_still': 0.5, 'BIGRAM_already_tired': 0.5}
positive  	{'UNI_//t.co/o3pinkajqg': 0.5, 'UNI_love': 0.5, 'UNI_https': 0.5, 'BIGRAM_https_//t.co/o3pinkajqg': 0.5, 'TRIGRAM_love_https_//t.co/o3pinkajqg': 0.5, 'BIGRAM_love_https': 0.5}
positive  	{'TRIGRAM_comey_bombshell_trump': 0.5, 'UNI_trumpdailynewss': 0.5, 'BIGRAM_gon_na': 0.5, 'UNI_rt': 0.5, 'UNI_clinton': 0.5, 'UNI_comey': 0.5, 'UNI_massive': 0.5, 'TRIGRAM_na_love_https': 0.5, 'BIGRAM_comey_bombshell': 0.5, 'TRIGRAM_lawyer_dropped_massive': 0.5, 'TRIGRAM_bombshell_trump_gon': 0.5, 'BIGRAM_https_//t.co/kmvf57192m': 0.5, 'UNI_dropped': 0.5, 'UNI_love': 0.5, 'TRIGRAM_love_https_//t.co/kmvf57192m': 0.5, 'BIGRAM_trump_gon': 0.5, 'BIGRAM_rt_trumpdailynewss': 0.5, 'TRIGRAM_massive_comey_bombshell': 0.5, 'TRIGRAM_trump_gon_na': 0.5, 'BIGRAM_bombshell_trump': 0.5, 'UNI_//t.co/kmvf57192m': 0.5, 'UNI_lawyer': 0.5, 'TRIGRAM_trumpdailynewss_clinton_lawyer': 0.5, 'UNI_trump': 0.5, 'UNI_https': 0.5, 'UNI_gon': 0.5, 'TRIGRAM_dropped_massive_comey': 0.5, 'BIGRAM_trumpdailynewss_clinton': 0.5, 'BIGRAM_massive_comey': 0.5, 'UNI_bombshell': 0.5, 'BIGRAM_lawyer_dropped': 0.5, 'TRIGRAM_rt_trumpdailynewss_clinton': 0.5, 'BIGRAM_clinton_lawyer': 0.5, 'TRIGRAM_gon_na_love': 0.5, 'BIGRAM_na_love': 0.5, 'UNI_na': 0.5, 'BIGRAM_dropped_massive': 0.5, 'BIGRAM_love_https': 0.5, 'TRIGRAM_clinton_lawyer_dropped': 0.5}
positive  	{'UNI_//t.co/eq7achwfy8': 0.5, 'BIGRAM_combination_https': 0.5, 'UNI_rt': 0.5, 'BIGRAM_justgtrs_love': 0.5, 'BIGRAM_love_color': 0.5, 'UNI_https': 0.5, 'TRIGRAM_color_combination_https': 0.5, 'UNI_combination': 0.5, 'TRIGRAM_combination_https_//t.co/eq7achwfy8': 0.5, 'BIGRAM_color_combination': 0.5, 'UNI_justgtrs': 0.5, 'TRIGRAM_rt_justgtrs_love': 0.5, 'TRIGRAM_love_color_combination': 0.5, 'UNI_color': 0.5, 'UNI_love': 0.5, 'BIGRAM_rt_justgtrs': 0.5, 'BIGRAM_https_//t.co/eq7achwfy8': 0.5, 'TRIGRAM_justgtrs_love_color': 0.5}
positive  	{'TRIGRAM_love_picture_schultz': 0.5, 'BIGRAM_parade_https': 0.5, 'TRIGRAM_schultz_parade_https': 0.5, 'BIGRAM_https_//t.co/0wqlan44rs': 0.5, 'BIGRAM_picture_schultz': 0.5, 'TRIGRAM_picture_schultz_parade': 0.5, 'UNI_parade': 0.5, 'UNI_schultz': 0.5, 'BIGRAM_schultz_parade': 0.5, 'UNI_love': 0.5, 'TRIGRAM_parade_https_//t.co/0wqlan44rs': 0.5, 'BIGRAM_love_picture': 0.5, 'UNI_https': 0.5, 'UNI_//t.co/0wqlan44rs': 0.5, 'UNI_picture': 0.5}
positive  	{'TRIGRAM_si_te_gusta': 0.5, 'TRIGRAM_rt_zaynnmyangel_retweet': 0.5, 'UNI_te': 0.5, 'UNI_zaynnmyangel': 0.5, 'UNI_gusta': 0.5, 'BIGRAM_retweet_si': 0.5, 'BIGRAM_zaynnmyangel_retweet': 0.5, 'UNI_retweet': 0.5, 'TRIGRAM_zaynnmyangel_retweet_si': 0.5, 'UNI_rt': 0.5, 'BIGRAM_rt_zaynnmyangel': 0.5, 'UNI_si': 0.5, 'BIGRAM_te_gusta': 0.5, 'TRIGRAM_retweet_si_te': 0.5, 'BIGRAM_si_te': 0.5}
positive  	{'BIGRAM_la_escuchaste': 0.5, 'TRIGRAM_no//_la_escuchaste': 0.5, 'TRIGRAM_si_no//_la': 0.5, 'UNI_la': 0.5, 'UNI_no//': 0.5, 'BIGRAM_si_no//': 0.5, 'UNI_escuchaste': 0.5, 'BIGRAM_fav_si': 0.5, 'TRIGRAM_fav_si_no//': 0.5, 'BIGRAM_no//_la': 0.5, 'UNI_si': 0.5, 'UNI_fav': 0.5}
positive  	{}
positive  	{'TRIGRAM_yourself-_justin_bieber✨': 0.5, 'TRIGRAM_✨love_yourself-_justin': 0.5, 'BIGRAM_justin_bieber✨': 0.5, 'UNI_bieber✨': 0.5, 'UNI_yourself-': 0.5, 'UNI_✨love': 0.5, 'UNI_justin': 0.5, 'BIGRAM_✨love_yourself-': 0.5, 'BIGRAM_yourself-_justin': 0.5}
positive  	{'UNI_//t.co/dejsvvpnig': 0.5, 'BIGRAM_https_//t.co/dejsvvpnig': 0.5, 'UNI_https': 0.5}
positive  	{'BIGRAM_twitter_newtwitter': 0.5, 'TRIGRAM_look_twitter_newtwitter': 0.5, 'UNI_twitter': 0.5, 'UNI_newtwitter': 0.5, 'UNI_look': 0.5, 'BIGRAM_look_twitter': 0.5, 'UNI_love': 0.5, 'BIGRAM_love_look': 0.5, 'TRIGRAM_love_look_twitter': 0.5}
positive  	{'UNI_rt': 0.5, 'TRIGRAM_madamekush_pornhub_treat': 0.5, 'BIGRAM_better_ex': 0.5, 'BIGRAM_https_//t.co/mdm6tbentb': 0.5, 'BIGRAM_rt_madamekush': 0.5, 'TRIGRAM_pornhub_treat_better': 0.5, 'TRIGRAM_ex_https_//t.co/mdm6tbentb': 0.5, 'UNI_madamekush': 0.5, 'UNI_https': 0.5, 'BIGRAM_treat_better': 0.5, 'TRIGRAM_rt_madamekush_pornhub': 0.5, 'BIGRAM_pornhub_treat': 0.5, 'BIGRAM_madamekush_pornhub': 0.5, 'UNI_better': 0.5, 'UNI_pornhub': 0.5, 'UNI_treat': 0.5, 'TRIGRAM_treat_better_ex': 0.5, 'BIGRAM_ex_https': 0.5, 'UNI_//t.co/mdm6tbentb': 0.5, 'TRIGRAM_better_ex_https': 0.5, 'UNI_ex': 0.5}
positive  	{'BIGRAM_rt_aldub_joy25': 0.5, 'BIGRAM_action_way': 0.5, 'UNI_rt': 0.5, 'UNI_concepts': 0.5, 'UNI_aldub_joy25': 0.5, 'TRIGRAM_love_concepts_love': 0.5, 'BIGRAM_practice_love': 0.5, 'BIGRAM_way_master': 0.5, 'TRIGRAM_love_practice_love': 0.5, 'TRIGRAM_love_action_way': 0.5, 'BIGRAM_concepts_love': 0.5, 'TRIGRAM_master_love_practice': 0.5, 'TRIGRAM_aldub_joy25_love_concepts': 0.5, 'TRIGRAM_concepts_love_action': 0.5, 'UNI_practice': 0.5, 'UNI_action': 0.5, 'BIGRAM_love_practice': 0.5, 'BIGRAM_aldub_joy25_love': 0.5, 'BIGRAM_love_concepts': 0.5, 'TRIGRAM_way_master_love': 0.5, 'UNI_way': 0.5, 'BIGRAM_master_love': 0.5, 'UNI_master': 0.5, 'TRIGRAM_action_way_master': 0.5, 'UNI_love': 0.5, 'TRIGRAM_rt_aldub_joy25_love': 0.5, 'BIGRAM_love_action': 0.5}
positive  	{'BIGRAM_miguel_ruiz…': 0.5, 'UNI_-don': 0.5, 'UNI_ruiz…': 0.5, 'TRIGRAM_-don_miguel_ruiz…': 0.5, 'UNI_miguel': 0.5, 'BIGRAM_-don_miguel': 0.5}
positive  	{"BIGRAM_grande_'s": 0.5, 'BIGRAM_ariana_grande': 0.5, 'BIGRAM_lipa_praising': 0.5, "TRIGRAM_grande_'s_amazing": 0.5, "UNI_'s": 0.5, 'UNI_grande': 0.5, 'UNI_would': 0.5, 'TRIGRAM_rt_popcrave_dua': 0.5, 'UNI_amazing': 0.5, 'TRIGRAM_work_https_//t.co/ppypjdmcvs': 0.5, 'BIGRAM_popcrave_dua': 0.5, 'BIGRAM_would_love': 0.5, 'TRIGRAM_love_work_https': 0.5, "TRIGRAM_ariana_grande_'s": 0.5, 'BIGRAM_amazing_would': 0.5, 'UNI_love': 0.5, "TRIGRAM_'s_amazing_would": 0.5, 'BIGRAM_rt_popcrave': 0.5, 'TRIGRAM_would_love_work': 0.5, 'UNI_https': 0.5, 'UNI_//t.co/ppypjdmcvs': 0.5, 'TRIGRAM_popcrave_dua_lipa': 0.5, 'BIGRAM_https_//t.co/ppypjdmcvs': 0.5, 'BIGRAM_dua_lipa': 0.5, 'BIGRAM_praising_ariana': 0.5, 'BIGRAM_work_https': 0.5, 'UNI_lipa': 0.5, "BIGRAM_'s_amazing": 0.5, 'TRIGRAM_lipa_praising_ariana': 0.5, 'TRIGRAM_praising_ariana_grande': 0.5, 'UNI_praising': 0.5, 'UNI_ariana': 0.5, 'UNI_work': 0.5, 'UNI_popcrave': 0.5, 'TRIGRAM_dua_lipa_praising': 0.5, 'TRIGRAM_amazing_would_love': 0.5, 'UNI_dua': 0.5, 'UNI_rt': 0.5, 'BIGRAM_love_work': 0.5}
positive  	{'TRIGRAM_home_without_love': 0.5, 'UNI_louvin': 0.5, 'UNI_np': 0.5, 'UNI_brothers': 0.5, 'BIGRAM_love_louvin': 0.5, 'TRIGRAM_np_home_without': 0.5, 'TRIGRAM_love_louvin_brothers': 0.5, 'UNI_home': 0.5, 'BIGRAM_np_home': 0.5, 'BIGRAM_louvin_brothers': 0.5, 'UNI_love': 0.5, 'BIGRAM_without_love': 0.5, 'BIGRAM_home_without': 0.5, 'UNI_without': 0.5, 'TRIGRAM_without_love_louvin': 0.5}
